rfq_id,match_id,similarity_score
985a13af-6aee-4660-83c1-ce5114758d4e,876899b2-8a5d-4a2b-a4c9-ec9d2fb2437a,0.76
985a13af-6aee-4660-83c1-ce5114758d4e,f7c40656-b7b7-435b-a516-285afaa751db,0.66
985a13af-6aee-4660-83c1-ce5114758d4e,a608d8ec-fc63-4f8f-932f-36bbd08d4eec,0.56
9b6f3d40-da34-465e-9211-b0d7b1d19036,bab67e88-be02-40c9-b3d7-b43a4adff716,0.85
9b6f3d40-da34-465e-9211-b0d7b1d19036,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.8
9b6f3d40-da34-465e-9211-b0d7b1d19036,2af9d905-069b-450e-8e7e-155fa7133cc7,0.76
e63d7e85-caef-4f2f-a89b-3889907f7e74,e0bfc6b2-19de-475e-ba88-6d6081204ed9,1.0
e63d7e85-caef-4f2f-a89b-3889907f7e74,2104d59d-0957-4875-b4b1-7f968cb43352,0.8
e63d7e85-caef-4f2f-a89b-3889907f7e74,e67e6b48-e699-4e55-9640-ff061375d513,0.8
2104d59d-0957-4875-b4b1-7f968cb43352,e67e6b48-e699-4e55-9640-ff061375d513,1.0
2104d59d-0957-4875-b4b1-7f968cb43352,a7f069f3-9543-4a65-9266-0d360a37bff1,1.0
2104d59d-0957-4875-b4b1-7f968cb43352,e63d7e85-caef-4f2f-a89b-3889907f7e74,0.8
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,0b2f966d-8a4e-4745-98a2-dbed042195b0,0.765
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,37e624be-b125-464f-85b6-1838530193ef,0.595
3d594a5b-ff2d-41a2-9c81-ae7a3b055f89,25c46875-dbeb-4ef4-ad33-7aff8384fb2a,0.544
b64d3856-e630-4fa6-b5f7-d02e900e510e,a065713e-1a0f-472f-b7e3-125a8da72465,0.7
b64d3856-e630-4fa6-b5f7-d02e900e510e,f0684d5c-1063-4ed6-b5e3-2e1067f62b82,0.55
b64d3856-e630-4fa6-b5f7-d02e900e510e,1d5ef170-7316-4527-a9e6-d56d9ececebe,0.55
761b9fc9-1000-476c-bebe-6c40dd431b1c,fb2c9da4-f747-4c1c-95a5-b2bb40f9ffab,0.976589
761b9fc9-1000-476c-bebe-6c40dd431b1c,1e8ac77e-ffc3-40f4-9f3d-f5ca86bc045f,0.825
761b9fc9-1000-476c-bebe-6c40dd431b1c,e118d64a-246c-4313-b48f-4318cdf92200,0.8
bab67e88-be02-40c9-b3d7-b43a4adff716,9b6f3d40-da34-465e-9211-b0d7b1d19036,0.85
bab67e88-be02-40c9-b3d7-b43a4adff716,3d92c9e6-d3f8-4177-900c-04adc55774c1,0.8
bab67e88-be02-40c9-b3d7-b43a4adff716,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.68
5190b002-36f4-497b-b1aa-856762facb07,e8aab41f-0954-42b0-b20d-a0e15fd17e23,1.0
5190b002-36f4-497b-b1aa-856762facb07,5fb67cfd-fbe7-40b1-8af0-bea366daa4ce,0.95
5190b002-36f4-497b-b1aa-856762facb07,24f7379f-db60-41c6-81b0-756923cb472c,0.95
8cc82a77-7371-4839-bca3-86f8d3ea627a,e42b147c-89f1-46de-b56e-0f201d709601,1.0
8cc82a77-7371-4839-bca3-86f8d3ea627a,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1.0
8cc82a77-7371-4839-bca3-86f8d3ea627a,6de1f83d-3950-45bb-8be0-7d5fab0e6274,0.8
e42b147c-89f1-46de-b56e-0f201d709601,8cc82a77-7371-4839-bca3-86f8d3ea627a,1.0
e42b147c-89f1-46de-b56e-0f201d709601,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,1.0
e42b147c-89f1-46de-b56e-0f201d709601,6de1f83d-3950-45bb-8be0-7d5fab0e6274,0.8
795c1324-5586-4057-8c6a-574755248aa2,f88c20b1-9296-462d-9a5c-0acb9de06d93,0.75
795c1324-5586-4057-8c6a-574755248aa2,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,0.7225
795c1324-5586-4057-8c6a-574755248aa2,3843f397-a86f-4a58-b327-28cb98d72bfd,0.7
724a7dd7-d80d-4320-86c7-b8a879bb619d,d0a90019-8dba-4281-bf19-07884317e2c4,1.0
724a7dd7-d80d-4320-86c7-b8a879bb619d,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,1.0
724a7dd7-d80d-4320-86c7-b8a879bb619d,5ecb3667-1050-484a-a08d-1bf9a028ec90,0.85
4547058c-19a5-459c-96e7-5c4cfa7f2568,7bcf7822-565a-479f-b1b6-32e396b3f35f,0.608
4547058c-19a5-459c-96e7-5c4cfa7f2568,c87368c2-f7ef-497c-8422-b27fe5027a2b,0.608
4547058c-19a5-459c-96e7-5c4cfa7f2568,4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,0.544
12779ba3-969c-48dc-97d8-33e72279f695,8da7061a-5e02-49b0-a888-fb3461b8a8c5,1.0
12779ba3-969c-48dc-97d8-33e72279f695,4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,0.765
12779ba3-969c-48dc-97d8-33e72279f695,36361daf-97cc-45e9-8ba2-ab13ece493a4,0.765
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,36361daf-97cc-45e9-8ba2-ab13ece493a4,1.0
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,dc99e837-9511-4cd8-8232-8df190346151,0.88
4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,12779ba3-969c-48dc-97d8-33e72279f695,0.765
4d565122-229a-4541-8a53-3b18169c3635,b954d3d2-f2d8-4b11-955e-31c7839517f5,1.0
4d565122-229a-4541-8a53-3b18169c3635,ff74c084-487f-4cdb-892d-8d62901b935d,0.85
4d565122-229a-4541-8a53-3b18169c3635,74a8248b-ec38-4599-818c-99e90d771f7f,0.85
2d3e3b00-62f8-48fd-a80d-d15a299ed045,d9800e2e-3aad-49a5-b5cb-d0da367732db,1.0
2d3e3b00-62f8-48fd-a80d-d15a299ed045,52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec,1.0
2d3e3b00-62f8-48fd-a80d-d15a299ed045,1b636cb7-9acc-4872-9c4d-e99af92409b7,1.0
61aca849-8359-4b40-b321-176160c241a7,d2d2dd2a-568f-488f-8926-99982e5703aa,1.0
61aca849-8359-4b40-b321-176160c241a7,2d3e3b00-62f8-48fd-a80d-d15a299ed045,0.85
61aca849-8359-4b40-b321-176160c241a7,d9800e2e-3aad-49a5-b5cb-d0da367732db,0.85
858b4d2a-590d-4d36-b89c-adb0cb039d22,d9e8490f-0d4e-41f5-b545-714c05c470c8,0.6375
858b4d2a-590d-4d36-b89c-adb0cb039d22,d0c5ccf7-d1a8-45b1-a5da-7f666739777a,0.51
858b4d2a-590d-4d36-b89c-adb0cb039d22,dc0d96eb-b036-4418-bc38-4cfde5d5bbe5,0.51
2624655e-ea07-468a-8da8-2e39c9d1e7f0,63f64346-5267-4294-8275-641229cf295b,0.7
2624655e-ea07-468a-8da8-2e39c9d1e7f0,1e8ac77e-ffc3-40f4-9f3d-f5ca86bc045f,0.671146
2624655e-ea07-468a-8da8-2e39c9d1e7f0,a8d35e4d-5504-4410-8134-6f329acdf203,0.671146
b9dc4688-75e2-45ed-82ed-c33ca308f94e,9a26d7df-1335-45d4-97cd-6d7459fb2674,0.6
b9dc4688-75e2-45ed-82ed-c33ca308f94e,140d30f7-f16d-4455-a448-516ab6616812,0.3825
b9dc4688-75e2-45ed-82ed-c33ca308f94e,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.3825
9a26d7df-1335-45d4-97cd-6d7459fb2674,b9dc4688-75e2-45ed-82ed-c33ca308f94e,0.6
9a26d7df-1335-45d4-97cd-6d7459fb2674,140d30f7-f16d-4455-a448-516ab6616812,0.3825
9a26d7df-1335-45d4-97cd-6d7459fb2674,69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,0.3825
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,1008838b-bf71-442f-a6e8-3de016146f89,1.0
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,51edaf19-20d9-4df2-90aa-246c478b3532,1.0
ee5c62d7-b0f9-4818-8698-425ffdcdb11a,02658891-8aaf-4ca9-a4ec-b817c80d19d1,0.797828
7be2d720-52c2-4f8a-a82a-2b90f535ad40,0b2f966d-8a4e-4745-98a2-dbed042195b0,0.8
7be2d720-52c2-4f8a-a82a-2b90f535ad40,ddaf379f-3e20-42b5-a0a9-ad56cc4d6b5a,0.6
7be2d720-52c2-4f8a-a82a-2b90f535ad40,8cdb04ae-084c-4d2d-953d-6ba770f3041f,0.6
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.855
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0.85
0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0b9d7988-e9b6-4444-b43f-09254c72fa40,0.425
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c9bf28ea-da72-42e3-9721-73dd2d6c03e9,0.925
c7dbd2da-a758-44ba-9e16-ee10ec99f631,11507d39-b030-464d-95d4-d3ebbb0545a7,0.85
c7dbd2da-a758-44ba-9e16-ee10ec99f631,c322fc6c-240c-4c09-9b88-d4f2c2395244,0.76
24889764-ab00-4c8e-ae3e-5945601bbafb,091810a2-c819-482c-bed2-07e4a9892de5,0.85
24889764-ab00-4c8e-ae3e-5945601bbafb,eacf8951-7847-48f9-aba4-151e97e3a2c7,0.765
24889764-ab00-4c8e-ae3e-5945601bbafb,3d150cd4-4e0e-4c9b-8148-cd8fa3426c70,0.75
8da7061a-5e02-49b0-a888-fb3461b8a8c5,12779ba3-969c-48dc-97d8-33e72279f695,1.0
8da7061a-5e02-49b0-a888-fb3461b8a8c5,4ed0a63d-81fe-441f-b87a-cd4e6db65bb7,0.765
8da7061a-5e02-49b0-a888-fb3461b8a8c5,36361daf-97cc-45e9-8ba2-ab13ece493a4,0.765
3890f753-a284-4da4-9723-c0a697c8a403,3cbfc97b-1004-4096-a198-83f672cb4789,1.0
3890f753-a284-4da4-9723-c0a697c8a403,ac863d68-74f7-4638-8eca-0f6a9d870a84,0.5
3890f753-a284-4da4-9723-c0a697c8a403,f45232a4-beae-4f44-b220-0bcf8557b076,0.5
41a4f5a5-728a-4965-b483-6e265eebf93a,90b02a62-3da9-4648-948c-52627d086a50,0.4
41a4f5a5-728a-4965-b483-6e265eebf93a,54ebb88a-f9a0-4f41-9a28-20e72c87f491,0.4
41a4f5a5-728a-4965-b483-6e265eebf93a,822a6db3-48ad-4290-a711-8c4d7f07abc8,0.4
b30cef8b-4065-4272-89b5-57b1fd91c50d,f0d6bb5f-55cb-4006-baf2-7bba9b16c0fb,0.6375
b30cef8b-4065-4272-89b5-57b1fd91c50d,3200a4ec-1195-451c-aa71-a76b2e7f4522,0.618027
b30cef8b-4065-4272-89b5-57b1fd91c50d,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.6
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0d3f1ae0-f78c-47d3-9df6-b749e36304a2,0.85
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,3dbe0a02-7dec-4f06-a863-9eb8d99645f0,0.765
8b1f5085-e3de-45f9-9ba1-aa6bb450722e,0b9d7988-e9b6-4444-b43f-09254c72fa40,0.425
4da333cf-6f2a-4b64-9212-2be665c5e1e3,87daa9e0-9c54-4c2e-8a7e-f3765fb00184,0.88
4da333cf-6f2a-4b64-9212-2be665c5e1e3,9357364e-ae6e-4cce-9791-0bea1af64d6a,0.36125
4da333cf-6f2a-4b64-9212-2be665c5e1e3,5cade4d0-ab67-4d1c-acf9-88a44ee18587,0.31875
e0bfc6b2-19de-475e-ba88-6d6081204ed9,e63d7e85-caef-4f2f-a89b-3889907f7e74,1.0
e0bfc6b2-19de-475e-ba88-6d6081204ed9,2104d59d-0957-4875-b4b1-7f968cb43352,0.8
e0bfc6b2-19de-475e-ba88-6d6081204ed9,e67e6b48-e699-4e55-9640-ff061375d513,0.8
e67e6b48-e699-4e55-9640-ff061375d513,2104d59d-0957-4875-b4b1-7f968cb43352,1.0
e67e6b48-e699-4e55-9640-ff061375d513,a7f069f3-9543-4a65-9266-0d360a37bff1,1.0
e67e6b48-e699-4e55-9640-ff061375d513,e63d7e85-caef-4f2f-a89b-3889907f7e74,0.8
2c0d57e5-e106-4874-b3fc-2204172df725,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,0.7225
2c0d57e5-e106-4874-b3fc-2204172df725,4d041063-aafa-44d9-a555-aa1d3dd2ea95,0.7
2c0d57e5-e106-4874-b3fc-2204172df725,3d150cd4-4e0e-4c9b-8148-cd8fa3426c70,0.6
e14a46c3-b349-4441-b09f-8088e5663262,ac846c9f-9e64-46ed-8554-9bec7d3bd076,1.0
e14a46c3-b349-4441-b09f-8088e5663262,294f8dc9-c7a3-4507-95d5-1e4d3c983ab3,1.0
e14a46c3-b349-4441-b09f-8088e5663262,cb02a574-f56a-4aee-bc89-e4316b93dcdb,1.0
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,4da333cf-6f2a-4b64-9212-2be665c5e1e3,0.88
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,9357364e-ae6e-4cce-9791-0bea1af64d6a,0.36125
87daa9e0-9c54-4c2e-8a7e-f3765fb00184,5cade4d0-ab67-4d1c-acf9-88a44ee18587,0.31875
b07bd542-9662-4390-9fc7-219914cd3cc7,82fc492f-0adc-49bd-8458-69bb1f0f318e,0.85
b07bd542-9662-4390-9fc7-219914cd3cc7,cfb6c8f9-1d55-4d81-bb01-2cead77e09e2,0.85
b07bd542-9662-4390-9fc7-219914cd3cc7,0e0116f1-d432-4360-a4b2-4b13010bc0e5,0.85
63078462-b3a8-463c-8c44-301ec9d0d024,b6a8a28e-b744-4e4f-a040-be65cfec1ef5,0.765
63078462-b3a8-463c-8c44-301ec9d0d024,9aabfd4b-06e9-4c02-9c6a-befd8c6f03e0,0.7375
63078462-b3a8-463c-8c44-301ec9d0d024,156b25cd-51f3-490b-8219-6cc724b7c4d3,0.7
842bed3a-ff53-487d-8619-71438456c9a8,e8b7f91a-0686-48e4-81fb-6850617a41df,1.0
842bed3a-ff53-487d-8619-71438456c9a8,7751590f-f067-46b8-9ae1-db7846fedbaf,1.0
842bed3a-ff53-487d-8619-71438456c9a8,760442b0-3c36-4e85-b5d8-2b73c9518f5b,1.0
7751590f-f067-46b8-9ae1-db7846fedbaf,842bed3a-ff53-487d-8619-71438456c9a8,1.0
7751590f-f067-46b8-9ae1-db7846fedbaf,760442b0-3c36-4e85-b5d8-2b73c9518f5b,1.0
7751590f-f067-46b8-9ae1-db7846fedbaf,cfda76ec-0c2f-40ad-94f0-25a3ba561171,1.0
4867919e-2a2f-4f11-83b4-aa51c4684475,70770051-5ba0-4cf9-80da-e50674b4a7ea,1.0
4867919e-2a2f-4f11-83b4-aa51c4684475,43ccf37c-c25a-43de-9010-3924bb9daaef,1.0
4867919e-2a2f-4f11-83b4-aa51c4684475,40a4811c-525a-4e22-949d-5a064fc3483a,0.902174
